職稱,姓名,到職,卸任,出生,性別
行政院新聞局/局長,徐國勇,2016年10月1日,2018年7月15日,1958年6月7日,M
行政院新聞局/局長,谷辣斯·尤達卡,2018年7月16日,2020年5月19日,1974年3月17日,F
行政院新聞局/局長,丁怡銘,2020年5月20日,2020年11月15日,,M
行政院新聞局/局長,李孟諺,2020年11月16日,2021年2月17日,,
行政院新聞局/局長,羅秉成,2021年2月18日,2023年1月30日,,M
行政院新聞局/局長,陳宗彥,2023年1月31日,2023年2月16日,1967年4月15日,M
行政院新聞局/局長,羅秉成,2023年2月17日,2023年5月14日,,M
行政院新聞局/局長,林子倫,2023年5月15日,2024年5月19日,,M
行政院新聞局/局長,陳世凱,2024年5月20日,,1977年5月12日,M
行政院/發言人,吳秋美,2012年5月20日,2012年8月12日,,
行政院/發言人,高振盛,2012年8月13日,2013年1月4日,,
行政院/發言人,張文蘭,2014年2月25日,2014年7月1日,,
行政院/發言人,張文蘭,2014年7月2日,2016年5月19日,,
行政院/發言人,高遵,2016年8月17日,2020年11月15日,,
行政院/發言人,邱兆平,2021年1月18日,,,
內政部/部長,程德全,1912年1月3日,1912年3月12日,,M
外交部/部長,王寵惠,1912年1月3日,1912年3月10日,1881年12月1日,M
外交部/部長,陸徵祥,1912年3月30日,1912年9月22日,1871年6月12日,M
外交部/部長,胡惟德,1912年3月30日,1912年6月10日,1863年,M
外交部/部長,梁如浩,1912年9月16日,1912年11月14日,1863年,M
外交部/部長,陸徵祥,1912年11月15日,1913年9月3日,1871年6月12日,M
外交部/部長,曹汝霖,1913年9月4日,1913年9月10日,1877年,M
外交部/部長,孫寶琦,1913年9月11日,1915年1月26日,1867年4月26日,M
外交部/部長,陸徵祥,1915年1月27日,1916年5月16日,1871年6月12日,M
外交部/部長,曹汝霖,1916年5月17日,1916年6月29日,,M
外交部/部長,唐紹儀,1916年6月30日,1916年9月29日,1862年1月2日,M
外交部/部長,陳錦濤,1916年6月30日,1916年12月24日,1871年6月20日,M
外交部/部長,夏詒霆,1916年10月24日,1916年11月12日,1878年,M
外交部/部長,伍廷芳,1916年11月13日,1917年7月9日,1842年7月30日,M
外交部/部長,汪大燮,1917年7月15日,1917年11月30日,1859年,M
外交部/部長,陸徵祥,1917年12月1日,1920年2月13日,1871年6月12日,M
外交部/部長,陳籙,1919年1月11日,1920年2月13日,1877年5月5日,M
外交部/部長,顏惠慶,1920年8月11日,1921年5月13日,1877年4月2日,M
外交部/部長,顏惠慶,1921年5月14日,1922年8月4日,1877年4月2日,M
外交部/部長,顧維鈞,1922年8月5日,1922年11月28日,1888年1月29日,M
外交部/部長,王正廷,1922年11月29日,1923年1月3日,1882年,M
外交部/部長,施肇基,1923年1月4日,1923年2月2日,1877年,M
外交部/部長,黃郛,1923年2月3日,1923年4月8日,1883年3月8日,M
外交部/部長,顧維鈞,1923年4月9日,1924年6月14日,1888年1月29日,M
外交部/部長,沈瑞麟,1923年6月14日,1924年7月23日,1874年,M
外交部/部長,顧維鈞,1924年1月12日,1924年10月30日,1888年1月29日,M
外交部/部長,王正廷,1924年10月31日,1924年11月23日,,M
外交部/部長,唐紹儀,1924年11月24日,1925年2月21日,1862年1月2日,M
外交部/部長,沈瑞麟,1924年11月24日,1925年2月20日,,M
外交部/部長,沈瑞麟,1925年2月21日,1925年12月30日,,M
外交部/部長,王正廷,1925年12月31日,1926年3月3日,,M
外交部/部長,顏惠慶,1926年3月4日,1926年3月25日,1877年4月2日,M
外交部/部長,顏惠慶,1926年3月9日,1926年3月24日,1877年4月2日,M
外交部/部長,胡惟德,1926年3月25日,1926年5月12日,,M
外交部/部長,施肇基,1926年5月13日,1926年6月22日,,M
外交部/部長,顏惠慶,1926年5月13日,1926年6月22日,1877年4月2日,M
外交部/部長,蔡廷幹,1926年7月6日,1926年9月30日,1861年4月5日,M
外交部/部長,顧維鈞,1926年10月1日,1927年1月11日,1888年1月29日,M
外交部/部長,顧維鈞,1927年1月12日,1927年6月15日,1888年1月29日,M
外交部/部長,王蔭泰,1927年6月16日,1927年6月20日,1886年,M
外交部/部長,王蔭泰,1926年6月20日,1928年2月24日,1886年,M
外交部/部長,羅文榦,1928年2月25日,1928年6月3日,1888年,M
外交部/部長,胡漢民,1925年7月1日,1927年5月11日,1879年12月9日,M
外交部/部長,陳友仁,1926年5月21日,1927年5月11日,1878年7月2日,M
外交部/部長,高承元,1926年11月29日,1927年5月10日,,M
外交部/部長,伍朝樞,1927年5月11日,1928年,1887年5月23日,M
外交部/部長,黃郛,1928年2月10日,1928年6月7日,1883年3月8日,M
外交部/部長,王正廷,1928年6月8日,1931年10月2日,,M
外交部/部長,施肇基,1931年10月3日,1931年12月29日,,M
外交部/部長,陳友仁,1931年12月30日,1932年1月28日,1878年7月2日,M
外交部/部長,羅文榦,1932年1月29日,1933年8月16日,,M
外交部/部長,汪精衛,1933年8月17日,1935年12月11日,1883年5月4日,M
外交部/部長,張羣,1935年12月12日,1937年3月3日,1889年5月9日,M
外交部/部長,王寵惠,1937年3月4日,1941年4月9日,1881年12月1日,M
外交部/部長,郭泰祺,1941年4月10日,1941年12月26日,1888年12月4日,M
外交部/部長,蔣中正,1941年12月27日,1942年10月29日,1887年10月31日,M
外交部/部長,宋子文,1942年10月30日,1945年7月29日,1891年12月4日,M
外交部/部長,王世杰,1945年7月30日,1948年5月31日,1891年3月10日,M
外交部/部長,王世杰,1948年6月1日,1948年12月26日,1891年3月10日,M
外交部/部長,吳鐵城,1948年12月27日,1949年3月20日,1888年3月9日,M
外交部/部長,傅秉常,1949年3月21日,1949年5月28日,1896年2月16日,M
外交部/部長,胡適,1949年6月12日,1949年10月1日,1891年12月17日,M
外交部/部長,葉公超,1949年4月5日,1949年9月30日,1904年10月20日,M
外交部/部長,葉公超,1949年10月1日,1958年7月18日,1904年10月20日,M
外交部/部長,黃少谷,1958年7月19日,1960年6月12日,1901年7月24日,M
外交部/部長,沈昌煥,1960年6月13日,1966年5月31日,1913年10月16日,M
外交部/部長,魏道明,1966年6月1日,1971年3月30日,1899年10月28日,M
外交部/部長,周書楷,1971年3月31日,1972年5月31日,1913年8月21日,M
外交部/部長,沈昌煥,1972年6月1日,1978年12月21日,1913年10月16日,M
外交部/部長,孫運璿,1978年12月16日,1978年12月20日,1913年11月11日,M
外交部/部長,蔣彥士,1978年12月21日,1979年12月18日,1915年2月27日,M
外交部/部長,朱撫松,1979年12月19日,1987年4月21日,1915年1月15日,M
外交部/部長,丁懋時,1987年4月22日,1988年7月19日,1925年10月10日,M
外交部/部長,連戰,1988年7月20日,1990年5月31日,1936年8月27日,M
外交部/部長,錢復,1990年6月1日,1996年6月9日,1935年3月21日,M
外交部/部長,蔣孝嚴,1996年6月10日,1997年10月19日,1942年3月1日,M
外交部/部長,胡志強,1997年10月20日,1999年11月29日,1948年5月15日,M
外交部/部長,程建人,1999年11月30日,2000年5月19日,1939年8月11日,M
外交部/部長,田弘茂,2000年5月20日,2002年1月31日,1938年11月7日,M
外交部/部長,簡又新,2002年2月1日,2004年4月15日,1946年2月4日,M
外交部/部長,陳唐山,2004年4月16日,2006年1月24日,1935年9月16日,M
外交部/部長,黃志芳,2006年1月25日,2008年5月5日,1958年9月14日,M
外交部/部長,楊子葆,2008年5月6日,2008年5月19日,1963年8月8日,M
外交部/部長,歐鴻鍊,2008年5月20日,2009年9月9日,1940年1月5日,M
外交部/部長,楊進添,2009年9月10日,2012年9月26日,1942年7月1日,M
外交部/部長,林永樂,2012年9月27日,2016年5月19日,1950年3月10日,M
外交部/部長,李大維,2016年5月20日,2018年2月25日,1949年10月15日,M
外交部/部長,吳釗燮,2018年2月26日,2024年5月19日,1954年10月31日,M
外交部/部長,林佳龍,2024年5月20日,,1964年2月13日,M
國防部/部長,白崇禧,1946年5月31日,1948年6月2日,1893年3月18日,M
國防部/部長,何應欽,1948年6月3日,1948年12月21日,1890年4月2日,M
國防部/部長,徐永昌,1948年12月22日,1949年4月30日,1887年12月15日,M
國防部/部長,何應欽,1949年5月1日,1949年6月11日,1890年4月2日,M
國防部/部長,閻錫山,1949年6月12日,1950年1月30日,1883年8月8日,M
國防部/部長,顧祝同,1950年1月31日,1950年4月1日,1893年1月9日,M
教育部/部長,朱家驊,1948年6月1日,1948年12月22日,1893年5月30日,M
教育部/部長,陳雪屏,1948年12月30日,1949年4月6日,1901年,M
教育部/部長,杭立武,1949年4月7日,1950年3月15日,1903年1月26日,M
教育部/部長,程天放,1950年3月16日,1954年5月31日,1899年2月22日,M
教育部/部長,張其昀,1954年6月1日,1958年7月18日,1901年,M
教育部/部長,梅貽琦,1958年7月19日,1961年2月28日,1889年12月29日,M
教育部/部長,黃季陸,1961年3月1日,1965年1月24日,1899年3月2日,M
教育部/部長,閻振興,1965年1月25日,1969年6月30日,1912年7月10日,M
教育部/部長,鍾皎光,1969年7月1日,1971年4月15日,,
教育部/部長,羅雲平,1971年4月16日,1972年5月31日,1915年9月24日,M
教育部/部長,蔣彥士,1972年6月1日,1977年4月24日,1915年2月27日,M
教育部/部長,李元簇,1977年4月25日,1978年5月31日,1923年9月24日,M
教育部/部長,朱匯森,1978年6月1日,1984年5月31日,1911年11月15日,M
教育部/部長,李煥,1984年6月1日,1987年7月3日,1917年9月24日,M
教育部/部長,毛高文,1987年7月4日,1993年2月26日,1936年2月9日,M
教育部/部長,郭為藩,1993年2月27日,1996年6月9日,1937年9月3日,M
教育部/部長,吳京,1996年6月10日,1998年2月8日,1934年4月9日,M
教育部/部長,林清江,1998年2月9日,1999年6月14日,1940年12月2日,M
教育部/部長,楊朝祥,1999年6月15日,2000年5月19日,1947年11月5日,M
教育部/部長,曾志朗,2000年5月20日,2002年1月31日,1944年9月8日,M
教育部/部長,黃榮村,2002年2月1日,2004年5月19日,1947年3月30日,M
教育部/部長,杜正勝,2004年5月20日,2008年5月19日,,
教育部/部長,鄭瑞城,2008年5月20日,2009年9月9日,1946年6月11日,M
教育部/部長,吳清基,2009年9月10日,2012年2月5日,1951年6月15日,M
教育部/部長,蔣偉寧,2012年2月6日,2014年7月15日,1957年9月2日,M
教育部/部長,陳德華,2014年7月16日,2014年8月5日,,M
教育部/部長,吳思華,2014年8月6日,2016年5月19日,1955年7月9日,M
教育部/部長,潘文忠,2016年5月20日,2018年4月13日,1962年11月28日,M
教育部/部長,姚立德,2018年4月14日,2018年4月18日,1962年,M
教育部/部長,吳茂昆,2018年4月19日,2018年5月28日,1949年12月6日,M
教育部/部長,姚立德,2018年5月29日,2018年7月15日,,M
教育部/部長,葉俊榮,2018年7月16日,2018年12月25日,1958年10月10日,M
教育部/部長,姚立德,2018年12月26日,2019年1月13日,,M
教育部/部長,潘文忠,2019年1月14日,2024年5月19日,1962年11月28日,M
教育部/部長,鄭英耀,2024年5月20日,,,M
法務部/部長,李元簇,1980年7月1日,1984年5月31日,1923年9月24日,M
法務部/部長,施啟揚,1984年6月1日,1988年7月22日,1935年5月5日,M
法務部/部長,蕭天讚,1988年7月23日,1989年10月6日,1934年8月25日,M
法務部/部長,呂有文,1989年10月7日,1989年11月26日,1926年,M
法務部/部長,呂有文,1989年11月27日,1993年2月26日,1926年,M
法務部/部長,馬英九,1993年2月27日,1996年6月9日,1950年7月13日,M
法務部/部長,廖正豪,1996年6月10日,1998年7月14日,1946年3月30日,M
法務部/部長,城仲模,1998年7月15日,1999年1月31日,1938年10月30日,M
法務部/部長,葉金鳳,1999年2月1日,2000年5月19日,1943年6月22日,F
法務部/部長,陳定南,2000年5月20日,2005年1月31日,1943年9月29日,M
法務部/部長,施茂林,2005年2月1日,2008年5月19日,1950年8月2日,M
法務部/部長,王清峰,2008年5月20日,2010年3月11日,1952年1月1日,F
法務部/部長,黃世銘,2010年3月12日,2010年3月21日,1950年2月26日,M
法務部/部長,曾勇夫,2010年3月22日,2013年9月10日,1943年1月12日,M
法務部/部長,陳明堂,2013年9月11日,2013年9月29日,1954年5月3日,M
法務部/部長,羅瑩雪,2013年9月30日,2016年5月19日,1951年11月8日,F
法務部/部長,邱太三,2016年5月20日,2018年7月15日,1956年8月30日,M
法務部/部長,蔡清祥,2018年7月16日,2024年5月19日,1953年1月15日,M
法務部/部長,鄭銘謙,2024年5月20日,,1958年,M
經濟部/部長,陳啓天,1948年7月6日,1948年12月26日,1893年10月18日,M
經濟部/部長,劉維熾,1948年12月27日,1949年3月31日,1892年,M
經濟部/部長,孫越琦,1949年4月1日,1949年6月15日,1893年10月16日,M
經濟部/部長,劉航琛,1949年6月16日,1950年2月9日,1896年,M
經濟部/部長,嚴家淦,1950年2月10日,1950年3月15日,1905年10月23日,M
經濟部/部長,鄭道儒,1950年3月16日,1952年5月6日,1897年,M
經濟部/部長,張茲闓,1952年5月7日,1954年5月31日,1900年8月31日,M
經濟部/部長,尹仲容,1954年6月1日,1955年11月30日,1903年4月16日,M
經濟部/部長,江杓,1955年12月1日,1958年3月25日,1900年12月19日,M
經濟部/部長,楊繼曾,1958年3月26日,1965年1月24日,1898年11月7日,M
經濟部/部長,李國鼎,1965年1月25日,1969年7月3日,1910年1月28日,M
經濟部/部長,陶聲洋,1969年7月4日,1969年9月28日,1919年,M
經濟部/部長,孫運璿,1969年10月11日,1978年5月31日,1913年11月11日,M
經濟部/部長,張光世,1978年6月1日,1981年11月30日,1913年,
經濟部/部長,趙耀東,1981年12月1日,1984年5月31日,1916年9月29日,M
經濟部/部長,徐立德,1984年6月1日,1985年3月19日,1931年8月6日,M
經濟部/部長,李達海,1985年3月20日,1988年7月21日,1919年3月6日,M
經濟部/部長,陳履安,1988年7月22日,1990年5月31日,1937年6月22日,M
經濟部/部長,蕭萬長,1990年6月1日,1993年2月26日,1939年1月3日,M
經濟部/部長,江丙坤,1993年2月27日,1996年6月9日,1932年12月16日,M
經濟部/部長,王志剛,1996年6月10日,2000年5月19日,1942年9月7日,M
經濟部/部長,林信義,2000年5月20日,2002年1月31日,1946年12月2日,M
經濟部/部長,宗才怡,2002年2月1日,2002年3月1日,1948年,F
經濟部/部長,林義夫,2002年3月21日,2004年5月19日,1942年11月15日,M
經濟部/部長,何美玥,2004年5月20日,2006年1月24日,1951年1月9日,F
經濟部/部長,黃營杉,2006年1月25日,2006年8月8日,1941年4月18日,M
經濟部/部長,陳瑞隆,2006年8月9日,2008年5月19日,1948年6月15日,M
經濟部/部長,尹啟銘,2008年5月20日,2009年9月9日,1952年6月2日,M
經濟部/部長,施顏祥,2009年9月10日,2013年2月17日,1950年3月24日,M
經濟部/部長,張家祝,2013年2月18日,2014年8月14日,1950年6月25日,M
經濟部/部長,杜紫軍,2014年8月15日,2014年12月7日,1959年10月23日,M
經濟部/部長,鄧振中,2014年12月8日,2016年5月19日,1952年7月29日,M
經濟部/部長,李世光,2016年5月20日,2017年8月14日,1959年10月9日,M
經濟部/部長,沈榮津,2017年8月15日,2017年9月7日,1951年8月27日,M
經濟部/部長,沈榮津,2017年9月8日,2020年6月19日,1951年8月27日,M
經濟部/部長,王美花,2020年6月20日,2024年5月19日,1958年8月10日,F
經濟部/部長,郭智輝,2024年5月20日,,1953年2月7日,M
交通部/部長,俞大維,1948年6月1日,1949年3月23日,1897年12月2日,M
交通部/部長,端木傑,1949年3月24日,1950年2月1日,1897年,M
交通部/部長,閻錫山,1949年12月18日,1950年1月31日,1883年8月8日,M
交通部/部長,陳良,1950年2月1日,1950年3月14日,1896年9月12日,M
交通部/部長,賀衷寒,1950年3月15日,1954年5月31日,1900年1月5日,M
交通部/部長,袁守謙,1954年6月1日,1960年7月22日,1903年,M
交通部/部長,沈怡,1960年7月23日,1967年12月10日,1901年10月3日,M
交通部/部長,孫運璿,1967年12月11日,1969年10月10日,1913年11月11日,M
交通部/部長,張繼正,1969年10月11日,1972年5月31日,1918年12月7日,M
交通部/部長,高玉樹,1972年6月1日,1976年6月10日,1913年9月3日,M
交通部/部長,林金生,1976年6月11日,1981年11月30日,1916年,M
交通部/部長,連戰,1981年12月1日,1987年4月22日,1936年8月27日,M
交通部/部長,郭南宏,1987年4月23日,1989年5月31日,1936年10月23日,M
交通部/部長,張建邦,1989年6月1日,1991年4月23日,1929年3月15日,M
交通部/部長,馬鎮方,1991年4月24日,1991年5月31日,,
交通部/部長,簡又新,1991年6月1日,1993年2月26日,1946年2月4日,M
交通部/部長,劉兆玄,1993年2月27日,1996年6月9日,1943年5月10日,M
交通部/部長,蔡兆陽,1996年6月10日,1998年3月31日,,M
交通部/部長,林豐正,1998年4月1日,2000年3月26日,1940年3月20日,M
交通部/部長,陳世圯,2000年3月27日,2000年5月19日,1938年5月13日,M
交通部/部長,葉菊蘭,2000年5月20日,2002年1月31日,1949年2月13日,F
交通部/部長,林陵三,2002年2月1日,2006年1月24日,1944年4月16日,M
交通部/部長,郭瑤琪,2006年1月25日,2006年8月21日,1956年3月13日,F
交通部/部長,蔡堆,2006年8月22日,2008年5月19日,1947年12月1日,M
交通部/部長,毛治國,2008年5月20日,2013年2月17日,1948年10月4日,M
交通部/部長,葉匡時,2013年2月18日,2015年1月13日,1957年1月7日,M
交通部/部長,陳建宇,2015年1月14日,2015年1月25日,1959年9月12日,M
交通部/部長,陳建宇,2015年1月26日,2016年5月19日,1959年9月12日,M
交通部/部長,賀陳旦,2016年5月20日,2018年7月15日,1950年12月6日,M
交通部/部長,吳宏謀,2018年7月16日,2018年12月3日,,
交通部/部長,王國材,2018年12月4日,2019年1月13日,1959年,M
交通部/部長,林佳龍,2019年1月14日,2021年4月19日,1964年2月13日,M
交通部/部長,王國材,2021年4月20日,2024年5月19日,,M
交通部/部長,李孟諺,2024年5月20日,,,
勞動部/部長,鄭水枝,1987年8月1日,1989年2月23日,1926年,M
勞動部/部長,趙守博,1989年2月24日,1994年12月14日,1941年3月1日,M
勞動部/部長,謝深山,1994年12月15日,1997年5月19日,1939年2月10日,M
勞動部/部長,許介圭,1997年5月20日,1998年1月31日,,
勞動部/部長,詹火生,1998年2月1日,2000年5月19日,1949年2月10日,M
勞動部/部長,陳菊,2000年5月20日,2005年9月19日,1950年6月10日,F
勞動部/部長,李應元,2005年9月20日,2007年5月20日,1953年3月16日,M
勞動部/部長,盧天麟,2007年5月21日,2008年5月19日,1959年11月7日,M
勞動部/部長,王如玄,2008年5月20日,2012年10月1日,1961年10月2日,F
勞動部/部長,潘世偉,2012年10月2日,2014年2月16日,1955年7月27日,M
勞動部/部長,潘世偉,2014年2月17日,2014年7月29日,1955年7月27日,M
勞動部/部長,郝鳳鳴,2014年7月30日,2014年8月21日,1959年,M
勞動部/部長,陳雄文,2014年8月22日,2016年5月19日,1954年7月12日,M
勞動部/部長,郭芳煜,2016年5月20日,2017年2月7日,1952年4月1日,M
勞動部/部長,林美珠,2017年2月8日,2018年2月25日,1953年11月12日,F
勞動部/部長,許銘春,2018年2月26日,2024年5月19日,1965年,F
勞動部/部長,何佩珊,2024年5月20日,,1956年,F
行政院衛生署/署長,顏春輝,1971年3月17日,1974年6月24日,1907年12月8日,M
行政院衛生署/署長,王金茂,1974年6月25日,1981年5月8日,1913年,M
行政院衛生署/署長,許子秋,1981年5月9日,1986年1月13日,1920年2月5日,M
行政院衛生署/署長,施純仁,1986年1月14日,1990年6月1日,1923年12月2日,M
行政院衛生署/署長,張博雅,1990年6月2日,1997年8月31日,1942年10月5日,F
行政院衛生署/署長,詹啟賢,1997年9月1日,2000年5月19日,1948年7月9日,M
行政院衛生署/署長,李明亮,2000年5月20日,2002年9月1日,1936年6月26日,M
行政院衛生署/署長,涂醒哲,2002年12月31日,2003年5月17日,1951年6月17日,M
行政院衛生署/署長,陳建仁,2003年5月18日,2005年2月1日,1951年6月6日,M
行政院衛生署/署長,侯勝茂,2005年2月17日,2008年5月19日,1950年7月1日,M
行政院衛生署/署長,林芳郁,2008年5月20日,2008年9月25日,1950年7月8日,M
行政院衛生署/署長,葉金川,2008年9月26日,2009年8月5日,1950年6月29日,M
行政院衛生署/署長,楊志良,2009年8月6日,2011年2月8日,1946年3月11日,M
行政院衛生署/署長,邱文達,2011年2月9日,2013年7月22日,,
行政院國家科學委員會/主任委員,吳大猷,1967年8月,1973年6月,1907年9月27日,M
行政院國家科學委員會/主任委員,徐賢修,1973年6月,1981年3月,1912年9月12日,M
行政院國家科學委員會/主任委員,張明哲,1981年3月,1984年5月31日,1914年5月6日,M
行政院國家科學委員會/主任委員,陳履安,1984年6月1日,1988年7月21日,1937年6月22日,M
行政院國家科學委員會/主任委員,夏漢民,1988年7月22日,1993年2月26日,1932年,M
行政院國家科學委員會/主任委員,郭南宏,1993年2月27日,1996年6月9日,1936年10月23日,M
行政院國家科學委員會/主任委員,劉兆玄,1996年6月10日,1998年2月4日,1943年5月10日,M
行政院國家科學委員會/主任委員,黃鎮台,1998年2月5日,2000年5月19日,1948年10月17日,M
行政院國家科學委員會/主任委員,翁政義,2000年5月20日,2001年3月6日,,
行政院國家科學委員會/主任委員,魏哲和,2001年3月7日,2004年5月19日,1946年4月28日,M
行政院國家科學委員會/主任委員,吳茂昆,2004年5月20日,2006年1月24日,1949年12月6日,M
行政院國家科學委員會/主任委員,陳建仁,2006年1月25日,2008年5月19日,1951年6月6日,M
行政院國家科學委員會/主任委員,李羅權,2008年5月20日,2012年2月5日,1947年4月20日,M
行政院國家科學委員會/主任委員,朱敬一,2012年2月6日,2014年3月3日,,M
科技部/部長,張善政,2014年3月3日,2014年12月7日,1954年6月24日,M
科技部/部長,林一平,2014年12月8日,2015年1月25日,1961年,M
科技部/部長,徐爵民,2015年1月26日,2016年5月19日,1954年2月22日,M
科技部/部長,楊弘敦,2016年5月20日,2017年2月7日,1956年9月3日,M
科技部/部長,陳良基,2017年2月8日,2020年5月19日,1956年9月23日,M
科技部/部長,吳政忠,2020年5月20日,2022年7月26日,1955年,M
國家發展委員會/主任委員,管中閔,2014年1月22日,2015年2月3日,1956年8月15日,M
國家發展委員會/主任委員,杜紫軍,2015年2月4日,2016年1月31日,1959年10月23日,M
國家發展委員會/主任委員,林祖嘉,2016年2月1日,2016年5月19日,1956年,M
國家發展委員會/主任委員,陳添枝,2016年5月20日,2017年9月7日,1953年6月24日,M
國家發展委員會/主任委員,陳美伶,2017年9月8日,2020年5月19日,1958年,F
國家發展委員會/主任委員,龔明鑫,2020年5月20日,2024年5月19日,1964年2月3日,M
國家發展委員會/主任委員,劉鏡清,2024年5月20日,,1963年,
農林部/部長,陳濟棠,1940年3月15日,1941年12月26日,1890年1月23日,M
農林部/部長,沈鴻烈,1941年12月27日,1944年8月28日,1882年12月7日,M
農林部/部長,盛世才,1944年8月29日,1945年7月29日,1895年12月3日,M
農林部/部長,谷正綱,1945年7月30日,1945年8月12日,1902年4月30日,M
農林部/部長,周詒春,1945年8月13日,1947年4月22日,,M
農林部/部長,左舜生,1947年4月23日,1949年,1893年10月13日,M
中國農村復興聯合委員會/主任委員,蔣夢麟,1948年10月,1964年6月,1886年1月20日,M
中國農村復興聯合委員會/主任委員,沈宗瀚,1964年8月,1973年5月,1895年12月15日,M
中國農村復興聯合委員會/主任委員,李崇道,1973年5月,1979年3月,1923年11月2日,M
行政院農業發展委員會/主任委員,李崇道,1979年3月,1981年8月,1923年11月2日,M
行政院農業發展委員會/主任委員,張憲秋,1981年8月,1984年6月,,
行政院農業發展委員會/主任委員,王友釗,1984年6月,1984年9月,,M
行政院農業委員會/主任委員,王友釗,1984年9月,1988年7月,,M
行政院農業委員會/主任委員,余玉賢,1988年7月,1992年11月,1934年10月16日,M
行政院農業委員會/主任委員,孫明賢,1992年11月,1996年6月,,
行政院農業委員會/主任委員,邱茂英,1996年6月,1997年5月,,
行政院農業委員會/主任委員,彭作奎,1997年5月,1999年12月,1947年2月8日,M
行政院農業委員會/主任委員,林享能,1999年12月,2000年5月19日,,
行政院農業委員會/主任委員,陳希煌,2000年5月20日,2002年1月31日,,
行政院農業委員會/主任委員,范振宗,2002年2月1日,2002年11月30日,1942年11月20日,M
行政院農業委員會/主任委員,李金龍,2002年12月1日,2006年1月24日,,M
行政院農業委員會/主任委員,蘇嘉全,2006年1月25日,2008年5月19日,1956年10月22日,M
行政院農業委員會/主任委員,陳武雄,2008年5月20日,2012年2月5日,1944年3月11日,M
行政院農業委員會/主任委員,陳保基,2012年2月6日,2016年1月31日,1953年11月10日,M
行政院農業委員會/主任委員,陳志清,2016年2月1日,2016年5月19日,1952年1月11日,M
行政院農業委員會/主任委員,曹啟鴻,2016年5月20日,2017年2月7日,1948年3月1日,M
行政院農業委員會/主任委員,林聰賢,2017年2月8日,2018年12月2日,1962年2月22日,M
行政院農業委員會/主任委員,陳吉仲,2018年12月3日,2019年1月13日,1966年3月29日,M
行政院農業委員會/主任委員,陳吉仲,2019年1月14日,2023年7月31日,1966年3月29日,M
農業部/部長,陳吉仲,2023年8月1日,2023年9月20日,1966年3月29日,M
農業部/部長,陳駿季,2023年9月21日,2024年5月19日,,M
農業部/部長,陳駿季,2024年5月20日,,,M
行政院大陸委員會/主任委員,施啟揚,1991年2月7日,1991年5月31日,1935年5月5日,M
行政院大陸委員會/主任委員,黃昆輝,1991年6月1日,1994年12月14日,1936年11月8日,M
行政院大陸委員會/主任委員,蕭萬長,1994年12月15日,1995年12月3日,1939年1月3日,M
行政院大陸委員會/主任委員,高孔廉,1995年12月4日,1996年2月27日,1944年11月9日,M
行政院大陸委員會/主任委員,張京育,1996年2月28日,1999年1月31日,1937年4月27日,M
行政院大陸委員會/主任委員,蘇起,1999年2月1日,2000年5月19日,1949年10月1日,M
行政院大陸委員會/主任委員,蔡英文,2000年5月20日,2004年5月19日,1956年8月31日,F
行政院大陸委員會/主任委員,吳釗燮,2004年5月20日,2007年4月11日,1954年10月31日,M
行政院大陸委員會/主任委員,陳明通,2007年4月12日,2008年5月19日,1955年11月25日,M
行政院大陸委員會/主任委員,賴幸媛,2008年5月20日,2012年10月1日,1956年11月9日,F
行政院大陸委員會/主任委員,王郁琦,2012年10月2日,2015年2月16日,1969年8月4日,M
行政院大陸委員會/主任委員,夏立言,2015年2月17日,2016年5月19日,1950年12月24日,M
行政院大陸委員會/主任委員,張小月,2016年5月20日,2018年2月25日,1953年2月12日,F
行政院大陸委員會/主任委員,林正義,2018年2月26日,2018年3月18日,1952年10月15日,M
行政院大陸委員會/主任委員,陳明通,2018年3月19日,2021年2月22日,1955年11月25日,M
行政院大陸委員會/主任委員,邱太三,2021年2月23日,2024年5月19日,1956年8月30日,M
行政院大陸委員會/主任委員,邱垂正,2024年5月20日,,,M
蒙藏委員會/委員長,閻錫山,1928年12月27日,1930年4月5日,1883年8月8日,M
蒙藏委員會/委員長,馬福祥,1930年9月8日,1931年12月29日,1876年2月4日,M
蒙藏委員會/委員長,石青陽,1931年12月30日,1935年3月14日,,M
蒙藏委員會/委員長,黃慕松,1935年3月15日,1936年7月28日,,M
蒙藏委員會/委員長,林雲陔,1936年7月29日,1936年8月7日,1881年2月2日,M
蒙藏委員會/委員長,吳忠信,1936年8月8日,1944年12月5日,1884年3月15日,M
蒙藏委員會/委員長,羅良鑒,1944年12月6日,1947年4月22日,,
蒙藏委員會/委員長,許世英,1947年4月23日,1948年11月25日,,M
蒙藏委員會/委員長,白雲梯,1948年11月26日,1949年6月5日,1894年2月17日,M
蒙藏委員會/委員長,關吉玉,1949年6月6日,1949年11月22日,1899年12月11日,M
蒙藏委員會/委員長,周昆田,1949年11月23日,1950年3月9日,,
蒙藏委員會/委員長,余井塘,1950年3月10日,1951年2月21日,,M
蒙藏委員會/委員長,田炯錦,1951年2月22日,1954年5月24日,,M
蒙藏委員會/委員長,劉廉克,1954年5月25日,1958年7月13日,,
蒙藏委員會/委員長,李永新,1958年7月14日,1960年5月29日,,
蒙藏委員會/委員長,田炯錦,1960年5月30日,1963年12月13日,,M
蒙藏委員會/委員長,郭寄嶠,1963年12月14日,1972年5月28日,,
